Account,trade_date,trade_count,total_pnl,avg_size_usd,total_fee,avg_execution_price,buy_ratio,long_ratio,unique_assets,win_rate,fg_value,sentiment,net_pnl_after_fee,pnl_per_trade,size_to_fee_ratio,next_day_pnl,current_day_pnl,target_label
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-18,46,68.93319,9231.120217391304,92.657901,24363.11304347826,0.391304347826087,0.0,2,0.06521739130434782,63.0,Greed,-23.724711,1.4985476086956522,98.56210868308169,-385.215235,68.93319,small_loss
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-01-19,9,-0.20400000000000001,169.64555555555555,0.366427,2468.3777777777777,0.4444444444444444,0.0,1,0.1111111111111111,51.0,Neutral,-0.570427,-0.02266666666666667,124.15266644727859,1166.248788,-0.20400000000000001,big_loss
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-19,39,-385.215235,10946.209230769231,92.685441,17180.44358974359,0.6923076923076923,0.0,3,0.1282051282051282,51.0,Neutral,-477.900676,-9.877313717948718,116.84002459644964,-146.57487000000003,-385.215235,big_loss
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-20,106,-146.57487000000003,10095.193490566038,267.522583,14671.724672933962,0.5660377358490566,0.0,16,0.14150943396226415,52.0,Neutral,-414.09745300000003,-1.3827817924528305,37.59532393059856,266.58114600000005,-146.57487000000003,big_loss
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-21,11,266.58114600000005,9375.43090909091,25.78243,19141.940333454546,0.2727272727272727,0.0,4,0.2727272727272727,56.0,Greed,240.79871600000004,24.234649636363642,350.0590091747056,209.39217099999996,266.58114600000005,small_win
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-01-22,48,1166.248788,1125.4704166666668,4.11975,1739.439334375,0.5833333333333334,0.0,4,0.2916666666666667,55.0,Greed,1162.129038,24.296849750000003,219.82917460162446,90.2,1166.248788,small_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-22,37,209.39217099999996,7671.794864864864,63.358518000000004,11939.310517567566,0.6216216216216216,0.0,7,0.24324324324324326,55.0,Greed,146.03365299999996,5.659247864864864,119.20403239964078,-369.2447299999998,209.39217099999996,small_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-23,45,-369.2447299999998,9211.531777777778,85.72457,11768.913676111111,0.7333333333333333,0.0,8,0.24444444444444444,50.0,Neutral,-454.96929999999975,-8.20543844444444,106.21594062418272,-2808.353815,-369.2447299999998,big_loss
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-24,68,-2808.353815,14192.42044117647,227.771095,16861.48394732353,0.39705882352941174,0.0,4,0.14705882352941177,48.0,Neutral,-3036.12491,-41.29932080882353,62.03764702519114,-3093.6293849999997,-2808.353815,big_loss
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-25,6,-3093.6293849999997,11094.355000000001,16.641532,87.95416666666667,0.0,0.0,1,0.0,52.0,Neutral,-3110.270917,-515.6048975,628.8770725807714,0.0,-3093.6293849999997,big_loss
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-01-26,2,90.2,4627.9,-0.185116,0.23139500000000002,0.5,0.0,1,0.5,49.0,Neutral,90.385116,45.1,3905.018580459634,1.71544,90.2,small_loss
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-26,3,0.0,839.1366666666667,0.629351,0.045518,1.0,0.0,1,0.0,49.0,Neutral,-0.629351,0.0,515.0128282160607,484.847102,0.0,small_loss
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-01-28,11,-2478.06972,1646.2754545454545,-0.362176,16.956,0.0,0.0,1,0.0,54.0,Neutral,-2477.707544,-225.27906545454545,1208.5629570227743,0.0,-2478.06972,big_loss
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-01-29,2,1.71544,1034.4299999999998,0.227798,0.24723499999999998,0.5,0.0,1,0.5,55.0,Greed,1.4876420000000001,0.85772,842.5082953384839,3639.3031690000003,1.71544,small_loss
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-29,72,484.847102,5724.157222222222,103.034807,16071.2057415,0.2777777777777778,0.0,10,0.6111111111111112,55.0,Greed,381.812295,6.733987527777778,55.02155852725542,-173.65419100000003,484.847102,small_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-30,49,-173.65419100000003,8183.905714285715,100.25281,27371.991836734695,0.5714285714285714,0.0,2,0.10204081632653061,61.0,Greed,-273.90700100000004,-3.5439630816326537,80.82645522910144,-799.840817,-173.65419100000003,big_loss
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-31,859,-799.840817,7340.683504074505,1549.411475,28200.90456028405,0.5471478463329453,0.0,8,0.2689173457508731,60.0,Greed,-2349.252292,-0.93113017112922,4.734667939731615,0.0,-799.840817,big_loss
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-01,6,0.0,334.69666666666666,0.5020439999999999,0.07612616666666668,1.0,0.0,3,0.0,63.0,Greed,-0.5020439999999999,0.0,222.82747154322155,456.423473,0.0,small_loss
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-02,42,456.423473,11292.343571428572,91.569636,15601.771341142858,0.4523809523809524,0.0,3,0.30952380952380953,63.0,Greed,364.853837,10.867225547619048,121.98755509234768,223.30918699999998,456.423473,small_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-03,56,223.30918699999998,10782.5,109.662349,29939.640223214286,0.32142857142857145,0.0,3,0.10714285714285714,60.0,Greed,113.64683799999997,3.9876640535714283,97.43603038825789,47.62389499999999,223.30918699999998,small_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-04,35,47.62389499999999,5805.358,50.52688,12108.636457142857,0.5428571428571428,0.0,4,0.2571428571428571,60.0,Greed,-2.902985000000008,1.360682714285714,112.6665926599864,-33.45419400000003,47.62389499999999,small_loss
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-05,72,-33.45419400000003,10697.198055555556,165.549465,15958.2223625,0.4583333333333333,0.0,4,0.19444444444444445,60.0,Greed,-199.00365900000003,-0.4646415833333337,64.2283543543989,-215.615907,-33.45419400000003,big_loss
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-06,1088,-215.615907,7396.280707720588,988.606997,22118.307961134193,0.47610294117647056,0.0,5,0.1645220588235294,64.0,Greed,-1204.222904,-0.19817638511029412,7.4739575711797315,241.24212,-215.615907,big_loss
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-07,15,241.24212,450.582,0.339693,3.98582,0.4666666666666667,0.0,2,0.13333333333333333,62.0,Greed,240.902427,16.082808,336.33227911170695,770.756024,241.24212,small_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-08,10,770.756024,2605.112,3.0028870000000003,10.0228845,0.2,0.0,5,0.4,66.0,Greed,767.753137,77.07560240000001,650.8082791245419,983.443176,770.756024,small_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-11,34,983.443176,6244.465294117647,24.955292,17890.449081970586,0.6764705882352942,0.0,5,0.20588235294117646,71.0,Greed,958.487884,28.924799294117648,240.58543799536707,913.8817869999998,983.443176,small_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-12,16,913.8817869999998,14202.981249999999,27.111911,28717.7418125,0.6875,0.0,3,0.375,70.0,Greed,886.7698759999998,57.11761168749999,505.23001620202905,559.44389,913.8817869999998,small_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-13,14,559.44389,142.85642857142858,-0.039992,0.06054285714285714,0.0,0.0,1,1.0,79.0,Extreme Greed,559.483882,39.960277857142856,137.36300718796738,191.29666400000002,559.44389,small_win
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-14,88,3639.3031690000003,2478.8488636363636,10.742176,2.521367159090909,0.3068181818181818,0.0,5,0.8977272727272727,74.0,Greed,3628.560993,41.355717829545455,211.10643066807748,1024.70728,3639.3031690000003,big_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-14,23,191.29666400000002,4465.268695652174,12.175298,26259.038691130438,0.30434782608695654,0.0,4,0.17391304347826086,74.0,Greed,179.12136600000002,8.317246260869567,338.91215937978586,816.0903969999999,191.29666400000002,small_loss
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-15,52,1024.70728,1469.9592307692308,3.518759,2.865090384615385,0.9423076923076923,0.0,3,0.9423076923076923,72.0,Greed,1021.188521,19.705909230769233,325.3015331796254,5491.768834,1024.70728,small_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-15,11,816.0903969999999,9886.378181818181,27.187538,15737.405830818181,0.2727272727272727,0.0,4,0.7272727272727273,72.0,Greed,788.9028589999999,74.19003609090909,350.7357819550676,0.0,816.0903969999999,small_win
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-16,170,5491.768834,2730.2580588235296,2.2395110000000007,2.915354717647059,0.6176470588235294,0.0,4,0.8588235294117647,72.0,Greed,5489.529323000001,32.30452255294118,842.7994406635844,1670.012358,5491.768834,big_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-16,12,0.0,8396.053333333333,24.985659,10526.548916666667,0.8333333333333334,0.0,3,0.0,72.0,Greed,-24.985659,0.0,323.10334455375306,259.62944200000004,0.0,small_loss
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-17,64,1670.012358,3161.86234375,11.317838,2.65017875,0.390625,0.0,5,0.84375,76.0,Extreme Greed,1658.69452,26.09394309375,256.6897164705365,477.6248299999999,1670.012358,small_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-17,30,259.62944200000004,6791.962666666667,50.737215,10659.106006666667,0.8333333333333334,0.0,4,0.23333333333333334,76.0,Extreme Greed,208.89222700000005,8.654314733333335,131.27808805840567,-8.05898,259.62944200000004,small_win
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-18,97,477.6248299999999,1619.0532989690723,-3.140925,3.395497731958763,0.3917525773195876,0.0,5,0.6288659793814433,72.0,Greed,480.7657549999999,4.923967319587628,390.9883175785778,4325.827543,477.6248299999999,small_win
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-19,95,4325.827543,2488.1485263157892,2.351851,2198.4902643157893,0.4,0.0,5,0.8,75.0,Extreme Greed,4323.475692,45.535026768421055,742.320743468546,3053.31353,4325.827543,big_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-19,6,-8.05898,8333.848333333333,12.500769,2.0191,0.5,0.0,1,0.16666666666666666,75.0,Extreme Greed,-20.559749,-1.3431633333333333,617.2869362725437,210.315294,-8.05898,big_loss
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-20,35,3053.31353,3363.1262857142856,2.646102,2988.2928834285713,0.37142857142857144,0.0,5,0.7714285714285715,72.0,Greed,3050.6674279999997,87.23752942857142,922.3895233085321,1858.7985700000002,3053.31353,big_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-20,4,210.315294,427.575,0.427573,0.048147999999999996,0.0,0.0,1,1.0,72.0,Greed,209.887721,52.5788235,299.51182881716034,0.0,210.315294,small_win
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-21,21,1858.7985700000002,4668.662857142857,0.4692299999999999,28.855329523809523,0.2857142857142857,0.0,3,0.7142857142857143,78.0,Extreme Greed,1858.3293400000002,88.51421761904763,3177.625597859326,3894.1050699999996,1858.7985700000002,big_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-21,1,0.0,10005.6,2.501399,1.0006,1.0,0.0,1,0.0,78.0,Extreme Greed,-2.501399,0.0,2857.600633346842,0.0,0.0,small_loss
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-22,86,3894.1050699999996,4279.456162790698,24.20242,1202.8911790697673,0.38372093023255816,0.0,4,0.46511627906976744,74.0,Greed,3869.9026499999995,45.2802915116279,169.8033824843288,1418.55293,3894.1050699999996,big_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-22,2,0.0,2500.32,1.25016,0.922385,1.0,0.0,1,0.0,74.0,Greed,-1.25016,0.0,1111.1743164930494,0.0,0.0,small_loss
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-23,143,1418.55293,776.966013986014,-2.067069,725.5068307692308,0.916083916083916,0.0,3,0.958041958041958,76.0,Extreme Greed,1420.619999,9.91995055944056,253.3252476504487,-30.7705,1418.55293,small_win
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-25,5,-30.7705,896.0260000000001,-0.0896,0.5663259999999999,0.4,0.0,1,0.0,74.0,Greed,-30.680899999999998,-6.1541,822.3439794419972,4416.8473,-30.7705,big_loss
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-26,37,4416.8473,5180.734324324325,-0.08772699999999982,5.914777027027028,0.7297297297297297,0.0,2,0.918918918918919,72.0,Greed,4416.935027,119.37425135135136,4762.899444735973,312.130593,4416.8473,big_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-26,2,0.0,249.98499999999999,-0.009998,0.0674,0.0,0.0,1,0.0,72.0,Greed,0.009998,0.0,247.51039110968537,576.38114,0.0,small_loss
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-27,55,312.130593,3759.7450909090912,-4.135694,40.461569454545455,0.6,0.0,4,0.34545454545454546,79.0,Extreme Greed,316.266287,5.675101690909091,732.0812125701202,2503.747235,312.130593,small_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-27,8,576.38114,322.04,0.374085,6.595604,0.0,0.0,3,0.875,79.0,Extreme Greed,576.0070549999999,72.0476425,234.36686958958146,1320.804256,576.38114,small_win
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-28,45,2503.747235,3802.380666666667,-1.377152,1.2982939111111111,0.6888888888888889,0.0,3,0.8666666666666667,82.0,Extreme Greed,2505.124387,55.63882744444444,1599.5530225524776,8493.192736,2503.747235,big_win
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-29,109,8493.192736,3402.198532110092,-4.847684,12.013985486238532,0.5504587155963303,0.0,5,0.8899082568807339,80.0,Extreme Greed,8498.040420000001,77.91919941284405,581.8027328614357,8244.241409,8493.192736,big_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-29,7,1320.804256,3546.727142857143,6.2067689999999995,0.29677014285714287,0.0,0.0,3,0.42857142857142855,80.0,Extreme Greed,1314.597487,188.68632228571428,492.13831369607425,-1443.814567,1320.804256,small_win
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-01,137,8244.241409,3452.370072992701,-0.546854,2.725657408759124,0.27007299270072993,0.0,7,0.9343065693430657,80.0,Extreme Greed,8244.788263,60.176944591240876,2231.8654979672942,1674.715167,8244.241409,big_win
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-02,24,1674.715167,2510.5745833333335,-1.205066,0.9927811666666667,0.875,0.0,3,0.875,80.0,Extreme Greed,1675.920233,69.779798625,1138.5484984727593,8361.086245,1674.715167,small_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-02,7,-1443.814567,420.5385714285714,0.735937,0.14138714285714285,1.0,0.0,1,0.0,80.0,Extreme Greed,-1444.5505039999998,-206.25922385714284,242.25451236339305,1026.004099,-1443.814567,big_loss
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-03,79,8361.086245,4946.1478481012655,-2.507103,3.0333498607594938,0.45569620253164556,0.0,8,0.6835443037974683,83.0,Extreme Greed,8363.593348,105.83653474683545,1410.3229497683033,26773.771643,8361.086245,big_win
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-04,287,26773.771643,5485.087665505226,-1.503619,438.5642362648084,0.5609756097560976,0.0,9,0.8815331010452961,82.0,Extreme Greed,26775.275262,93.28840293728223,2190.8635720951256,19791.026041,26773.771643,big_win
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-04,13,1026.004099,290.5161538461538,0.94417,7.420508846153846,0.0,0.0,6,1.0,82.0,Extreme Greed,1025.059929,78.92339223076922,149.42939858456506,388.830831,1026.004099,small_win
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-05,180,19791.026041,4676.724,-4.438459,0.3816785944444444,0.3055555555555556,0.0,5,0.9055555555555556,90.0,Extreme Greed,19795.464500000002,109.95014467222222,859.9355074663614,6814.825139,19791.026041,big_win
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-06,82,6814.825139,3990.4636585365856,-3.355318,1.7171503902439025,0.5975609756097561,0.0,6,0.8780487804878049,75.0,Extreme Greed,6818.1804569999995,83.10762364634145,916.2278526014828,4271.886236,6814.825139,big_win
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-08,67,4271.886236,2740.047462686567,-3.6716290000000003,2.9131835970149256,0.2835820895522388,0.0,5,0.8805970149253731,81.0,Extreme Greed,4275.557865000001,63.7594960597015,586.5293375579625,9949.501624,4271.886236,big_win
